annotator,author,sent_id,text,WRITER-AG,WRITER-PA,EVENT,ASP-EVENT,REP-EVENT,STATE,ORG,LOC,TIME
marco,Q35828952,11.0,"He himself, however, stuck to his post till the end of the war and then was taken as a prisoner of war by the Indian Army in 1971.  (Inamul Haque Khan)",He,,stuck,,,,,,
marco,Q35828952,11.0,"He himself, however, stuck to his post till the end of the war and then was taken as a prisoner of war by the Indian Army in 1971.  (Inamul Haque Khan)",He,,taken,,,,by the Indian Army,,in 1971
marco,Q5974325,18.0,"After winning International Poetry slam reading in Hanoi, that was organized by French Embassy, she traveled in May 2017 in France to voice her woman's say, that sometimes restricted in Vietnam by a taboo.  (Y Ban)",she,,winning,,,,by French Embassy,in Hanoi,
marco,Q5974325,18.0,"After winning International Poetry slam reading in Hanoi, that was organized by French Embassy, she traveled in May 2017 in France to voice her woman's say, that sometimes restricted in Vietnam by a taboo.  (Y Ban)",she,,traveled,,,,,in France,in May 2017
marco,Q5974325,18.0,"After winning International Poetry slam reading in Hanoi, that was organized by French Embassy, she traveled in May 2017 in France to voice her woman's say, that sometimes restricted in Vietnam by a taboo.  (Y Ban)",she,,voice,,,,,,
marco,Q18637131,8.0,"Beginning in 2007, while still an undergraduate at Makerere University, Kansiime began to participate in drama skits acted by the theatre group Theatre Factory, who played at the Uganda National Theatre in Kampala's central business district.  (Anne Kansiime)",Kansiime,,,began,,participate,by the theatre group Theatre Factory,,in 2007
marco,Q18637131,8.0,"Beginning in 2007, while still an undergraduate at Makerere University, Kansiime began to participate in drama skits acted by the theatre group Theatre Factory, who played at the Uganda National Theatre in Kampala's central business district.  (Anne Kansiime)",,,,,,undergraduate,at Makerere University,,in 2007
marco,Q18637131,8.0,"Beginning in 2007, while still an undergraduate at Makerere University, Kansiime began to participate in drama skits acted by the theatre group Theatre Factory, who played at the Uganda National Theatre in Kampala's central business district.  (Anne Kansiime)",the theatre group Theatre Factory,,,,,played,at the Uganda National Theatre,in Kampala's central business district,
marco,Q18187044,72.0,"The college is now known as Ghulam Rabbani Agro Degree College, Kandiaro.  (Ghulam Rabbani Agro)",,,,,,,,,
marco,Q509662,37.0,It is a work of crime fiction set in Harlem during the 1960s.  (Colson Whitehead),,,,,,,,,
marco,Q958578,46.0,"He died from diabetes complications on May 3, 2021, at a long-term care facility in New Rochelle, New York, aged 88.  (Lloyd Price)",He,,died,,,,,"in New Rochelle, New York","on May 3, 2021"
marco,Q1372674,124.0,"Mphahlele spent his time in Philadelphia teaching, writing and never stopped thinking about going back home to South Africa.  (Es'kia Mphahlele)",Mphahlele,,,,,spent,,in Philadelphia,
marco,Q1372674,124.0,"Mphahlele spent his time in Philadelphia teaching, writing and never stopped thinking about going back home to South Africa.  (Es'kia Mphahlele)",Mphahlele,,,,,teaching,,in Philadelphia,
marco,Q1372674,124.0,"Mphahlele spent his time in Philadelphia teaching, writing and never stopped thinking about going back home to South Africa.  (Es'kia Mphahlele)",Mphahlele,,,,,writing,,,
marco,Q1372674,124.0,"Mphahlele spent his time in Philadelphia teaching, writing and never stopped thinking about going back home to South Africa.  (Es'kia Mphahlele)",Mphahlele,,,stopped,,thinking,,to South Africa,
marco,Q152208,102.0,"In September 2000, Newsweek reported on a survey conducted by Brazilian magazine Capricho, where 86 percent of Brazilian teenagers said they wanted to become fashion models.  (Gisele Bündchen)",,,,,,,,,
marco,Q16186873,8.0,"In 2004, Ruwe went on Leave of Absence from Suffolk University to write his third novel ""Pearly Gates"", published in 2007.  (Field Ruwe)",Ruwe,,Leave,went,,,from Suffolk University,,In 2004
marco,Q16186873,8.0,"In 2004, Ruwe went on Leave of Absence from Suffolk University to write his third novel ""Pearly Gates"", published in 2007.  (Field Ruwe)",Ruwe,,write,,,,,,In 2004
marco,Q16186873,8.0,"In 2004, Ruwe went on Leave of Absence from Suffolk University to write his third novel ""Pearly Gates"", published in 2007.  (Field Ruwe)",,"his third novel ""Pearly Gates""",published,,,,,,in 2007
marco,Q5617196,5.0,"He spent his childhood and received his early education at Gaya, Bihar.  (Gulab Khandelwal)",He,,,,,spent,,"at Gaya, Bihar",
marco,Q5617196,5.0,"He spent his childhood and received his early education at Gaya, Bihar.  (Gulab Khandelwal)",,He,received,,,,,"at Gaya, Bihar",
marco,Q18387157,1.0,"He is a retired Lecturer in Economics and recipient of State Best Teacher Award given by Government of Andhra Pradesh, India in 1984.  (Karnati Lingaiah)",He,,,,,Lecturer,,,
marco,Q18387157,1.0,"He is a retired Lecturer in Economics and recipient of State Best Teacher Award given by Government of Andhra Pradesh, India in 1984.  (Karnati Lingaiah)",He,,,,,recipient,by Government of Andhra Pradesh,India,in 1984
marco,Q104049,130.0,"They raised their family in Stuyvesant, New York, in a house on the Hudson River.  (Sidney Poitier)",They,,,,,raised,,"in Stuyvesant, New York",
marco,Q5209787,9.0,"She worked with fellow poet and mentor Ernesto Cardenal, Minister of Culture to create and implement numerous programs that successfully revitalized the war damaged cultural life of Nicaragua, including a popular, highly successful national literacy program that brought books and reading, poetry, and visual arts to even the remotest areas of the country.  (Daisy Zamora)",She,,,,,worked,,,
marco,Q5209787,9.0,"She worked with fellow poet and mentor Ernesto Cardenal, Minister of Culture to create and implement numerous programs that successfully revitalized the war damaged cultural life of Nicaragua, including a popular, highly successful national literacy program that brought books and reading, poetry, and visual arts to even the remotest areas of the country.  (Daisy Zamora)",She,,revitalized,,,,,of Nicaragua,
marco,Q5209787,9.0,"She worked with fellow poet and mentor Ernesto Cardenal, Minister of Culture to create and implement numerous programs that successfully revitalized the war damaged cultural life of Nicaragua, including a popular, highly successful national literacy program that brought books and reading, poetry, and visual arts to even the remotest areas of the country.  (Daisy Zamora)",She,,create,,,,,,
marco,Q5209787,9.0,"She worked with fellow poet and mentor Ernesto Cardenal, Minister of Culture to create and implement numerous programs that successfully revitalized the war damaged cultural life of Nicaragua, including a popular, highly successful national literacy program that brought books and reading, poetry, and visual arts to even the remotest areas of the country.  (Daisy Zamora)",She,,implement,,,,,,
marco,Q718039,2.0,"Time magazine has described him as the ""most famous industrial designer in all the Americas"" and the ""Prince of Plastic"".  (Karim Rashid)",,him,,,described,,Time magazine,,
marco,Q718039,2.0,"Time magazine has described him as the ""most famous industrial designer in all the Americas"" and the ""Prince of Plastic"".  (Karim Rashid)",him,,,,,designer,,in all the Americas,
marco,Q191530,93.0,"A delegation of three Dutch lawyers who intended to defend him were not allowed to meet with their client and detained for questioning at the airport on the grounds that they acted as ""PKK militants"" and not lawyers; they were sent back to the Netherlands.  (Abdullah Öcalan)",,him,,,,defend,,,
marco,Q191530,93.0,"A delegation of three Dutch lawyers who intended to defend him were not allowed to meet with their client and detained for questioning at the airport on the grounds that they acted as ""PKK militants"" and not lawyers; they were sent back to the Netherlands.  (Abdullah Öcalan)",,their client,meet,,,,,,
marco,Q13847975,7.0,"In 1998, Ansah was awarded the Acrag Prize, the Living Legend Award for Contribution to the Arts of Ghana.  (Kwaw Ansah)",,Ansah,awarded,,,,,,In 1998
marco,Q4614819,1.0,He grew up in Howrah district of West Bengal.  (Sankar),He,,,,,grew,,in Howrah district of West Bengal,
marco,Q13133,219.0,She also had bee hives installed on the South Lawn of the White House.  (Michelle Obama),She,,installed,,,,,of the White House,
marco,Q43179,6.0,"Later she worked again in the West, for the World Bank in the Caribbean and Latin America.  (Ellen Johnson Sirleaf)",she,,,,,worked,for the World Bank,in the Caribbean and Latin America,
marco,Q5071178,5.0,"Later, while studying economics at Columbia University in 1916, he joined the Socialist Party of America.  (Chandler Owen)",he,,,,,studying,at Columbia University,,in 1916
marco,Q5071178,5.0,"Later, while studying economics at Columbia University in 1916, he joined the Socialist Party of America.  (Chandler Owen)",he,,joined,,,,the Socialist Party of America,,
marco,Q70082614,28.0,"A former vice president of Nigeria, Atiku Abubakar and a former senate president of Nigeria, Bukola Saraki, called on the Nigerian government to take immediate action against sexual harassment in Nigerian universities.  (Kiki Mordi)",,,,,,,,,
marco,Q4762469,38.0,In 2013 the Vermont College of Fine Arts and Barry Goldblatt Literary (an organization that works to foster the careers of children's and young adult authors) announced the creation of a scholarship named after Johnson.  (Angela Johnson),,after Johnson,named,,announced,,the Vermont College of Fine Arts and Barry Goldblatt Literary,,In 2013
marco,Q57053277,10.0,"She died in 2001 in Greensboro, North Carolina.  (Elizabeth Sewell)",She,,died,,,,,"in Greensboro, North Carolina",in 2001
marco,Q8064678,20.0,He also took part in the 1969 Mass uprising in East Pakistan.  (Zahir Raihan),He,,took,,,,,in East Pakistan,1969
marco,Q217069,27.0,"His other works include the story collection Dark Testament (1942) and the novels The Path of Thunder (1948, which inspired both a ballet of the same name and the opera Reiter der Nacht by Ernst Hermann Meyer), A Wreath for Udomo (1956), A Night of Their Own (1965), the Jamaica-set This Island Now (1966, the only one of his novels not set in Africa) and The View from Coyaba (1985).  (Peter Abrahams)",the novels The Path of Thunder,,inspired,,,,,,1948
marco,Q4714483,2.0,"His father Olimpo Aura Pineda was a mathematician, and his mother Ema Palacios Ordorica, whose grandfather Manuel Ordorica worked at the National Palace of Mexico with President Porfirio Díaz, was descendant of an aristocratic family.  (Alejandro Aura)",,,,,,,,,
marco,Q3351168,4.0,"With Jenny's support, Shiva Naipaul wrote his first novel, Fireflies (1970), which won the Winifred Holtby Memorial Prize from the Royal Society of Literature for best regional novel.   (Shiva Naipaul)",Shiva Naipaul,,wrote,,,,,,
marco,Q3351168,4.0,"With Jenny's support, Shiva Naipaul wrote his first novel, Fireflies (1970), which won the Winifred Holtby Memorial Prize from the Royal Society of Literature for best regional novel.   (Shiva Naipaul)","his first novel, Fireflies",,won,,,,from the Royal Society of Literature,,1970
marco,Q731775,9.0,"In 1980 he returned to Rio, where he worked with the theatrical group Asdrúbal Trouxe o Trombone (Asdrúbal Brought the Trombone).  (Cazuza)",he,,returned,,,,,to Rio,In 1980
marco,Q731775,9.0,"In 1980 he returned to Rio, where he worked with the theatrical group Asdrúbal Trouxe o Trombone (Asdrúbal Brought the Trombone).  (Cazuza)",he,,,,,worked,with the theatrical group Asdrúbal Trouxe o Trombone,Rio,
marco,Q5006427,18.0,"His novel, The Avenue, Clayton City, won the Lillian Smith Book Award for Best Southern Fiction in 1988 and the International Black Writers' Alice Browning Award in 1989.  (C. Eric Lincoln)","His novel, The Avenue, Clayton City",,won,,,,,,in 1988
marco,Q4901897,3.0,In 2006 the newspaper Reforma named his debut novel El buscador de cabezas the best first novel of the year.  (Antonio Ortuño),,his debut novel El buscador de cabezas,named,,,,the newspaper Reforma,,In 2006
marco,Q1285090,41.0,"The report stated that Natwar Singh, his son Jagat Singh and Jagat's childhood friend Andaleeb Sehgal, were associated with a company called Hamdan Exports, which acted as an intermediary for illegal sales of oil to a Swiss firm named Masefield AG.  (K. Natwar Singh)",,Natwar Singh,,,stated,,,,
marco,Q1285090,41.0,"The report stated that Natwar Singh, his son Jagat Singh and Jagat's childhood friend Andaleeb Sehgal, were associated with a company called Hamdan Exports, which acted as an intermediary for illegal sales of oil to a Swiss firm named Masefield AG.  (K. Natwar Singh)",Natwar Singh,,,,,associated,Hamdan Exports,,
marco,Q371930,20.0,"There West met other writers of the Harlem Renaissance, including Langston Hughes, Countee Cullen, and the novelist Wallace Thurman.  (Dorothy West)",West,,met,,,,,,
marco,Q21540402,47.0,For this purpose he began to train promising students to appear in various competitive examinations in Odia.  (Subrat Kumar Prusty),he,,,began,,train,,in Odia,
marco,Q555578,70.0,"In 2012 there was a tribute called América celebrates Chespirito made by the same Televisa, the popular singer Thalía performed a song written by Gian Marco Zignago.  (Chespirito)",,,,,,,,,
marco,Q7285873,19.0,"He also worked in television shows, including Rishtey which was aired on Zee TV in the episode 'Milan'.  (Rajat Kapoor)",He,,,,,worked,on Zee TV,,
marco,Q23008756,9.0,"He has served as the president of the Society of Gastrointestinal Endoscopy of India, Association of Surgeons of India and the Society of Endoscopic and Laparoscopic Surgeons of Asia.  (Tehemton Erach Udwadia)",He,,,,,served,"of the Society of Gastrointestinal Endoscopy of India, Association of Surgeons of India and the Society of Endoscopic and Laparoscopic Surgeons of Asia",,
marco,Q12189122,19.0,His death and the social impact of his art was reported by Rod Nordlandin the New York Times.  (Kais al-Hilali),,His death,,,reported,,in the New York Times,,
marco,Q3521629,8.0,"The book received favorable responses in India, made Fadia popular in the country, and turned his hobby into a full-time profession.  (Ankit Fadia)",,The book,received,,,,,in India,
marco,Q3521629,8.0,"The book received favorable responses in India, made Fadia popular in the country, and turned his hobby into a full-time profession.  (Ankit Fadia)",,Fadia,made,,,,,,
marco,Q3521629,8.0,"The book received favorable responses in India, made Fadia popular in the country, and turned his hobby into a full-time profession.  (Ankit Fadia)",,his hobby,turned,,,,,,
marco,Q5214309,26.0,In May 2010 Roodt travelled to Europe where he met with members of the Swedish Resistant Movement (Swedish: Svenska Motståndsrörelsen) a Scandinavian group which describes itself as a National Socialist organisation.  (Dan Roodt),Roodt,,travelled,,,,,to Europe,In May 2010
marco,Q5214309,26.0,In May 2010 Roodt travelled to Europe where he met with members of the Swedish Resistant Movement (Swedish: Svenska Motståndsrörelsen) a Scandinavian group which describes itself as a National Socialist organisation.  (Dan Roodt),,,met,,,,of the Swedish Resistant Movement,,In May 2010
marco,Q3522642,7.0,"In 1957, his family was forced to move to Vadugapatti, another village in the Theni district, due to the construction of Vaigai Dam across the river Vaigai, which led to evacuation of 14 villages (including Mettur).  (Ramasamy Vairamuthu)",,his family,forced,,,,,,In 1957
marco,Q3522642,7.0,"In 1957, his family was forced to move to Vadugapatti, another village in the Theni district, due to the construction of Vaigai Dam across the river Vaigai, which led to evacuation of 14 villages (including Mettur).  (Ramasamy Vairamuthu)",his family,,move,,,,,to Vadugapatti,
marco,Q265179,31.0,"At the end of this year, they performed with the Baianos at the Sucata nightclub, Rio, and recorded their second album, also self-titled.  (Rita Lee)",they,,performed,,,,,,At the end of this year
marco,Q265179,31.0,"At the end of this year, they performed with the Baianos at the Sucata nightclub, Rio, and recorded their second album, also self-titled.  (Rita Lee)",they,,recorded,,,,,,At the end of this year
marco,Q23047430,14.0,"She took a fellowship in child psychiatry at the Institute for Juvenile Research, where she continued to work as a staff psychiatrist for some time after completing the fellowship.  (Jeanne Spurlock)",She,,took,,,,at the Institute for Juvenile Research,,
marco,Q23047430,14.0,"She took a fellowship in child psychiatry at the Institute for Juvenile Research, where she continued to work as a staff psychiatrist for some time after completing the fellowship.  (Jeanne Spurlock)",she,,,continued,,work,at the Institute for Juvenile Research,,
marco,Q23047430,14.0,"She took a fellowship in child psychiatry at the Institute for Juvenile Research, where she continued to work as a staff psychiatrist for some time after completing the fellowship.  (Jeanne Spurlock)",she,,completing,,,,,,
marco,Q62439,11.0,""" Okarvi's early childhood was spent in Okara, Pakistan.  (Kaukab Noorani Okarvi)",Okarvi's early childhood,,spent,,,,,"in Okara, Pakistan",
marco,Q5644475,1.0,He was born on 23 July 1928 and died on 12 March 2010 at Hyderabad.  (Hameeduddin Aqil),,He,born,,,,,,on 23 July 1928
marco,Q5644475,1.0,He was born on 23 July 1928 and died on 12 March 2010 at Hyderabad.  (Hameeduddin Aqil),He,,died,,,,,at Hyderabad,on 12 March 2010
marco,Q20513142,9.0,She worked as a poet in the Massachusetts schools.  (Diana Der Hovanessian),She,,,,,worked,,in the Massachusetts schools,
marco,Q43373901,1.0,He is known for participating in Bigg Boss 11 and hosting MTV Ace of Space.  (Vikas Gupta),,He,,,known,participating,,,
marco,Q43373901,1.0,He is known for participating in Bigg Boss 11 and hosting MTV Ace of Space.  (Vikas Gupta),,He,,,known,hosting,MTV Ace of Space,,
marco,Q3546416,6.0,"He worked as production assistant and performed as background characters and in sketches on the shows of brothers Keenen Ivory Wayans (In Living Color) and Damon Wayans, Sr. (My Wife and Kids).  (Dwayne Wayans)",He,,,,,worked,,,
marco,Q3546416,6.0,"He worked as production assistant and performed as background characters and in sketches on the shows of brothers Keenen Ivory Wayans (In Living Color) and Damon Wayans, Sr. (My Wife and Kids).  (Dwayne Wayans)",He,,,,,performed,,,
marco,Q96393656,6.0,She graduated with a B.S. in Math from Yangon University.  (Moe Moe),She,,graduated,,,,from Yangon University,,
marco,Q3142046,36.0,"Ouologuem also wrote poetry, some of which appeared in the journal Nouvelle Somme.  (Yambo Ouologuem)",Ouologuem,,,,,wrote,in the journal Nouvelle Somme,,
marco,Q28086136,14.0,"His most recent TV series include Black and British: A Forgotten History, The World's War, A House Through Time and the BAFTA award-winning Britain’s Forgotten Slave Owners.  (David Olusoga)",Britain’s Forgotten Slave Owners,,winning,,,,BAFTA award,,
marco,Q475295,27.0,"The Cuban government has made unconfirmed, unsubstantiated claims that Valladares was a CIA agent prior to his arrest and after his release from prison.  (Armando Valladares)",Valladares,,,,,agent,,,
marco,Q475295,27.0,"The Cuban government has made unconfirmed, unsubstantiated claims that Valladares was a CIA agent prior to his arrest and after his release from prison.  (Armando Valladares)",,Valladares,,,claims,,The Cuban government,,
marco,Q475295,27.0,"The Cuban government has made unconfirmed, unsubstantiated claims that Valladares was a CIA agent prior to his arrest and after his release from prison.  (Armando Valladares)",,his,arrest,,,,,,
marco,Q475295,27.0,"The Cuban government has made unconfirmed, unsubstantiated claims that Valladares was a CIA agent prior to his arrest and after his release from prison.  (Armando Valladares)",,his,release,,,,,,
marco,Q233383,60.0,"Plummer later admitted to The Baltimore Sun he had lied, saying he was ""caught up in the emotion at the Vietnam Veterans Memorial on the day Phuc spoke"".  (Phan Thi Kim Phuc)",Plummer,,lied,,admitted,,to The Baltimore Sun,,
marco,Q233383,60.0,"Plummer later admitted to The Baltimore Sun he had lied, saying he was ""caught up in the emotion at the Vietnam Veterans Memorial on the day Phuc spoke"".  (Phan Thi Kim Phuc)",Plummer,,caught,,saying,,at the Vietnam Veterans Memorial,,
marco,Q251123,8.0,Mutis studied high school at the Colegio Mayor de Nuestra Señora del Rosario in Bogotá under the tutelage of the Colombian poet Eduardo Carranza.  (Álvaro Mutis),Mutis,,,,,studied,at the Colegio Mayor de Nuestra Señora del Rosario,in Bogotá,
marco,Q7350643,0.0,"Robert W. Bogle president and CEO of the Philadelphia Tribune newspaper, where he has worked for 39 years.  (Robert W. Bogle)",Robert W. Bogle,,,,,president,of the Philadelphia Tribune newspaper,,
marco,Q7350643,0.0,"Robert W. Bogle president and CEO of the Philadelphia Tribune newspaper, where he has worked for 39 years.  (Robert W. Bogle)",he,,,,,worked,Philadelphia Tribune newspaper,,
marco,Q6450035,4.0,"He attended UST Primary School, the Presbyterian Boys' Senior High School, and Prempeh College.  (Kwaku Sintim-Misa)",He,,,,,attended,"UST Primary School, the Presbyterian Boys' Senior High School, and Prempeh College",,
marco,Q7876221,6.0,He completed BDA officer training at the Japanese Royal Military Academy and from 1952-1954 studied at the British Royal Military Academy.  (U Lwin),He,,completed,,,,at the Japanese Royal Military Academy,,
marco,Q7876221,6.0,He completed BDA officer training at the Japanese Royal Military Academy and from 1952-1954 studied at the British Royal Military Academy.  (U Lwin),He,,,,,studied,at the British Royal Military Academy,,from 1952-1954
marco,Q528185,45.0,"Enrique Krauze has named himself a critic of power, of presidential power to be precise, that has been exercised itself in Mexico as authoritarian throughout decades.  (Enrique Krauze)",Enrique Krauze,,,,named,critic,,,
marco,Q27734206,15.0,"Publishers Weekly called the work ""remarkable"" stating that ""Ramadan's delicate use of imagery links these narratives, allowing them to reverberate with meaning and emotion."" (Ahmad Danny Ramadan)",,work,,,called,,Publishers Weekly,,
marco,Q27734206,15.0,"Publishers Weekly called the work ""remarkable"" stating that ""Ramadan's delicate use of imagery links these narratives, allowing them to reverberate with meaning and emotion."" (Ahmad Danny Ramadan)",,Ramadan's,,,stating,,Publishers Weekly,,
marco,Q27057673,28.0,"In September 2007 he was among five journalists from Africa who won a place to participate in the United Nations Department of Public Information  conference on Climate Change held in UN Headquarters, New York.  (Kofi Akpabli)",he,,who,,,,,,In September 2007
marco,Q27057673,28.0,"In September 2007 he was among five journalists from Africa who won a place to participate in the United Nations Department of Public Information  conference on Climate Change held in UN Headquarters, New York.  (Kofi Akpabli)",he,,participate,,,,in the United Nations Department of Public Information conference on Climate Change,New York,
marco,Q242051,44.0,"Faith Without Fear was nominated for an Emmy, was a finalist for the National Film Board of Canada's Gemini Award It launched the 2008 Muslim Film Festival, organized by the American Islamic Congress and won Gold at the New York Television Festival.  (Irshad Manji)",,Faith Without Fear,nominated,,,,,,
marco,Q242051,44.0,"Faith Without Fear was nominated for an Emmy, was a finalist for the National Film Board of Canada's Gemini Award It launched the 2008 Muslim Film Festival, organized by the American Islamic Congress and won Gold at the New York Television Festival.  (Irshad Manji)",Faith Without Fear,,,,,finalist,of Canada's Gemini Award,,
marco,Q242051,44.0,"Faith Without Fear was nominated for an Emmy, was a finalist for the National Film Board of Canada's Gemini Award It launched the 2008 Muslim Film Festival, organized by the American Islamic Congress and won Gold at the New York Television Festival.  (Irshad Manji)",Faith Without Fear,,launched,,,,by the American Islamic Congress,,
marco,Q242051,44.0,"Faith Without Fear was nominated for an Emmy, was a finalist for the National Film Board of Canada's Gemini Award It launched the 2008 Muslim Film Festival, organized by the American Islamic Congress and won Gold at the New York Television Festival.  (Irshad Manji)",Faith Without Fear,,won,,,,,at the New York Television Festival,
marco,Q105675333,13.0,"A week after the 2021 release of her debut novel, The Gilded Ones, Deadline Hollywood announced that the independent film production company Makeready had signed Forna to write the script for a film adaptation.  (Namina Forna)",,"of her debut novel, The Gilded Ones",release,,,,,,
marco,Q105675333,13.0,"A week after the 2021 release of her debut novel, The Gilded Ones, Deadline Hollywood announced that the independent film production company Makeready had signed Forna to write the script for a film adaptation.  (Namina Forna)",,Forna,signed,,,,Makeready,,
marco,Q105675333,13.0,"A week after the 2021 release of her debut novel, The Gilded Ones, Deadline Hollywood announced that the independent film production company Makeready had signed Forna to write the script for a film adaptation.  (Namina Forna)",Forna,,write,,,,,,
marco,Q6807571,12.0,"In 1969, she completed a bachelor's degree in English and French from Khartoum University.  (Meena Alexander)",she,,completed,,,,from Khartoum University,,In 1969
marco,Q118969,44.0,"In 2016, Robert Satiacum, Jr., a faithless elector from Washington, cast his presidential vote for Native American activist Faith Spotted Eagle and his vice-presidential vote for LaDuke, making her the first Green Party member and the first Native American woman to receive an Electoral College vote for vice president.  (Winona LaDuke)",,for LaDuke,vote,,,,,,
marco,Q118969,44.0,"In 2016, Robert Satiacum, Jr., a faithless elector from Washington, cast his presidential vote for Native American activist Faith Spotted Eagle and his vice-presidential vote for LaDuke, making her the first Green Party member and the first Native American woman to receive an Electoral College vote for vice president.  (Winona LaDuke)",,her,making,,,,,,
marco,Q118969,44.0,"In 2016, Robert Satiacum, Jr., a faithless elector from Washington, cast his presidential vote for Native American activist Faith Spotted Eagle and his vice-presidential vote for LaDuke, making her the first Green Party member and the first Native American woman to receive an Electoral College vote for vice president.  (Winona LaDuke)",,first Native American woman,receive,,,,,,
marco,Q452860,4.0,"She studied in Kumasi, where she received her diploma in 1980.  (Amma Darko)",She,,,,,studied,,in Kumasi,
marco,Q452860,4.0,"She studied in Kumasi, where she received her diploma in 1980.  (Amma Darko)",,She,received,,,,,in Kumasi,in 1980
marco,Q20882463,51.0,"Houston Baptist University professor Holly Ordway writes that ""Guite helps us see clearly and deeply how poetry allows us to know truth in a different but complementary way to propositional, rational argument"" in her review of Faith, Hope, and Poetry: Theology and the Poetic Imagination.  (Malcolm Guite)",,Guite,,,writes,,,,
marco,Q20882463,51.0,"Houston Baptist University professor Holly Ordway writes that ""Guite helps us see clearly and deeply how poetry allows us to know truth in a different but complementary way to propositional, rational argument"" in her review of Faith, Hope, and Poetry: Theology and the Poetic Imagination.  (Malcolm Guite)",Guite,,,,,helps,,,
marco,Q4695804,5.0,Essop was awarded the Olive Schreiner Prize in 1979 by the English Academy of Southern Africa for The Hajji and Other Stories (1978) and the Literary Lifetime Achievement Award by the South African Ministry of Arts and Culture.  (Ahmed Essop),,Essop,awarded,,,,by the English Academy of Southern Africa,,in 1979
marco,Q4695804,5.0,Essop was awarded the Olive Schreiner Prize in 1979 by the English Academy of Southern Africa for The Hajji and Other Stories (1978) and the Literary Lifetime Achievement Award by the South African Ministry of Arts and Culture.  (Ahmed Essop),Essop,,awarded,,,,by the South African Ministry of Arts and Culture,,
marco,Q4291456,62.0,"In 2013, he is awarded with the national accolade of the Armenian Republic for his Matenataran project.  (Arthur Meschian)",,he,awarded,,,,,of the Armenian Republic,In 2013
marco,Q5584279,16.0,"Kottoor's play The Nectar of the Gods (2015) is a socio-historical take on the life of the palace soldier Devasahayam (Lazarus), who was executed following his conversion to Christianity during the reign of King Marthanda Varma (Kerala, 18c).  (Gopi Kottoor)",,,,,,,,,
marco,Q4666206,44.0,He was elected president of the National Council of Damascus Declaration in Exile in October 2010.  (Abdulrazak Eid),He,,elected,,,,of the National Council of Damascus Declaration in Exile,,in October 2010
marco,Q3565918,166.0,"Popularly known as the Harlem Renaissance, the period was one of intense literary and artistic production.  (Walter Francis White)",,,,,,,,,
marco,Q5396759,13.0,The Progressive Club was a co-op started in 1948 by Jenkins and other families on Johns Island.   (Esau Jenkins),by Jenkins,,,started,,,,on Johns Island,in 1948
marco,Q6123166,10.0,He then worked for the Lenin Yoli newspaper in Samarqand Province from 1982 to 1985.  (Jahangir Mamatov),He,,,,,worked,for the Lenin Yoli newspaper,in Samarqand Province,from 1982 to 1985
marco,Q3395025,33.0,"In her 1992 memoir, A Taste of Power, she wrote about the experience: ""A woman in the Black Power movement was considered, at best, irrelevant.  (Elaine Brown)",she,,wrote,,,,,,
marco,Q541910,22.0,"Set in a small mining town in Democratic Republic of Congo, Ruined follows Mama Nadi, a shrewd businesswoman protecting and profiting from the women she shelters.  (Lynn Nottage)",Ruined,,Set,,,,,in Democratic Republic of Congo,
marco,Q7416759,31.0,"In 2020, Night Trip, a collaboration between Seaton and composer Carlos Simon, was performed at the Kennedy Center as part of their annual American Opera Initiative.  (Sandra Seaton)",,Night Trip,performed,,,,at the Kennedy Center,,In 2020
marco,Q2730991,1.0,"After obtaining his master's degree in philosophy and social sciences, he completed his postgraduate studies at the Lebanese University.  (Mohamed Ali Yousfi)",he,,obtaining,,,,,,
marco,Q2730991,1.0,"After obtaining his master's degree in philosophy and social sciences, he completed his postgraduate studies at the Lebanese University.  (Mohamed Ali Yousfi)",he,,completed,,,,at the Lebanese University,,
marco,Q469745,28.0,"However, CBS has stated that having Drucilla return is not the creative decision they are looking for, which has disappointed fans of the actress.  (Victoria Rowell)",,Drucilla return,having,,stated,,CBS,,
marco,Q469745,28.0,"However, CBS has stated that having Drucilla return is not the creative decision they are looking for, which has disappointed fans of the actress.  (Victoria Rowell)",Drucilla,,return,,,,,,
marco,Q186525,664.0,a legacy which continues to inspire millions of people in Tanzania and elsewhere especially in other parts of Africa.  (Julius Nyerere),,,,,,,,,
marco,Q5241313,19.0,"According to then-Mets manager Bobby Valentine, Wright had caught the attention of coach Tom Robson who had actually been sent ""down to Virginia to scout someone else.""  (David Wright)",Wright,,caught,,,,,,
marco,Q97738241,46.0,"She has been awarded the Creation Grant (2019, 2013), and the Presentation Grant (2018, 2013, 2012), from the National Arts Council Singapore, and was awarded the Winston Oh Travel Award in 2005.  (Shubigi Rao)",,She,awarded,,,,from the National Arts Council Singapore,,"2019, 2013"
marco,Q97738241,46.0,"She has been awarded the Creation Grant (2019, 2013), and the Presentation Grant (2018, 2013, 2012), from the National Arts Council Singapore, and was awarded the Winston Oh Travel Award in 2005.  (Shubigi Rao)",,She,awarded,,,,,,in 2005
marco,Q531431,10.0,"He was a founding member of La Troupe de Théâtre Kouidor (Theatre group Kouidor) and frequently wrote for Haitian newspapers such as Haïti Progrès, Haïti en Marche, Le Nouvelliste and Lire Haiti.  (Josaphat-Robert Large)",He,,,,,member,of La Troupe de Théâtre Kouidor,,
