annotator,author,sent_id,text,TIME,WRITER-AG,EVENT,ORG,LOC,ASP-EVENT,STATE,WRITER-PA,REP-EVENT,EVENT-COMP
ousmane,Q2214373,2.0,"A pensioner at the French Academy in Rome in 2005, he now lives and works in Paris.  (Salim Bachi)",,he,,,in Paris,,works,,,
ousmane,Q1091045,21.0,"Birdsell's first book, a collections of interconnected short stories, Night Travellers(1982), is set in the imaginary Manitoba town of Agassiz, and concerns the large Lafreniere family: the teenaged sisters Betty, Lureen and Truda, their Mennonite mother Mika and their Métis father Maurice and the girls’ maternal grandparents, Oma and Opa Thiessen.  (Sandra Birdsell)",,Birdsell's first book,,,of Agassiz,,set,,,
ousmane,Q27057673,23.0,His article on Baobab in 2002 won an award in the International Federation of Environmental Journalists contest organized by Conservation International.  (Kofi Akpabli),in 2002,His article on Baobab,won,Conservation International,,,,,,
ousmane,Q5218675,9.0,"Hours before Sada's death, he was awarded Mexico's prestigious National Prize for Arts and Sciences in the Literature category.  (Daniel Sada)",,,awarded,,Mexico,,,he,,
ousmane,Q5218675,9.0,"Hours before Sada's death, he was awarded Mexico's prestigious National Prize for Arts and Sciences in the Literature category.  (Daniel Sada)",,Sada,,,,,death,,,
ousmane,Q511432,30.0,"It is a short, one-act play set in Kentucky, centering around the lives of a couple, Mare and Lucius, who have been married for 110 years.  (Suzan-Lori Parks)",,,,,,,,,,
ousmane,Q4737563,8.0,"He has taught at California Polytechnic State University in San Luis Obispo, California, Escuela Tlatelolco in Denver, Colorado, and at the University of Texas at Austin.  (Alurista)",,He,,at California Polytechnic State University,in San Luis Obispo,,taught,,,
ousmane,Q4737563,8.0,"He has taught at California Polytechnic State University in San Luis Obispo, California, Escuela Tlatelolco in Denver, Colorado, and at the University of Texas at Austin.  (Alurista)",,He,,at the University of Texas,at Austin,,taught,,,
ousmane,Q10340236,3.0,She completed her secondary studies at the National Lyceum Kwame N'Krumah.  (Odete Semedo),,She,,at the National Lyceum Kwame N'Krumah,,completed,studies,,,
ousmane,Q231276,210.0,"The concert was organized by Amnesty International and also featured Bono, Damien Rice, Vanessa Redgrave and many others.  (Angélique Kidjo)",,,,,,,,,,
ousmane,Q2722085,206.0,"As the protests turned violent, Bedi received threats that her house would be set on fire.  (Kiran Bedi)",,,received,,,,,Bedi,,
ousmane,Q528185,28.0,"Television could be a splendid forum so public figures and citizens in general (students, scholars, business, military, and religious people, workers, and farmers) can debate (not just talk) about urgent subjects on our public agenda.He debuted on television in 1987 as the author of the series Biografía del Poder (Biography of Power), produced by the Film Production Center, and transmitted through the state’s network Imevisión.  (Enrique Krauze)",in 1987,He,debuted,state’s network Imevisión,,,,,,
ousmane,Q244968,22.0,"Authors Paul Mason and William Jefferson say that he was born 12 January 1917 in Jabalpur, Central Provinces, British India (now Madhya Pradesh, India).  (Maharishi Mahesh Yogi)",12 January 1917,he,born,,in Jabalpur,,,,,
ousmane,Q7554626,17.0,"Sohail Warraich is widely considered to be an authority on Punjab's political families, clans or 'biradari' system voting trend prevalent in Punjab's election politics.  (Sohail Warraich)",,Sohail Warraich,,,in Punjab,,considered,,,
ousmane,Q982365,16.0,"He traveled widely; besides Iquitos, Lima, and Cuzco in Peru, he has resided in London, Paris, Rome, Madrid, and Barcelona.  (César Calvo)",,He,traveled,,in Peru,,,,,
ousmane,Q982365,16.0,"He traveled widely; besides Iquitos, Lima, and Cuzco in Peru, he has resided in London, Paris, Rome, Madrid, and Barcelona.  (César Calvo)",,he,,,"in London, Paris, Rome, Madrid, and Barcelona",,resided,,,
ousmane,Q16214533,24.0,Netflix has announced a webseries on the book.  (Anand Neelakantan),,,,,,,,,,
ousmane,Q2975569,6.0,He later received an honorary doctorate of laws from Dickinson School of Law in 1978.  (Clarence Muse),in 1978,,received,from Dickinson School of Law,,,,He,,
ousmane,Q6450075,18.0,"In 2018, Dawes was elected a Chancellor of the Academy of American Poets.  (Kwame Dawes)",In 2018,,elected,of the Academy of American Poets,,,,Dawes,,
ousmane,Q25324743,4.0,"He attended college at Western Kentucky University, then earned an MFA at Rutgers University–Newark.  (Saeed Jones)",,He,,at Western Kentucky University,,,attended,,,
ousmane,Q25324743,4.0,"He attended college at Western Kentucky University, then earned an MFA at Rutgers University–Newark.  (Saeed Jones)",,He,,at Rutgers University–Newark,,earned,MFA,,,
ousmane,Q61483352,3.0,She escaped the country and spent several years travelling through Africa before being granted a refugee visa to the United States.  (Clemantine Wamariya),,She,escaped,,,,,,,
ousmane,Q61483352,3.0,She escaped the country and spent several years travelling through Africa before being granted a refugee visa to the United States.  (Clemantine Wamariya),,She,travelling,,through Africa,spent,,,,
ousmane,Q61483352,3.0,She escaped the country and spent several years travelling through Africa before being granted a refugee visa to the United States.  (Clemantine Wamariya),,She,granted,,to the United States,,,,,
ousmane,Q27618910,8.0,"Other important works include: Tras las Huellas de Mi Olvido, La Sonámbula and Tu Ropa en mi Armario.  (Bibiana Camacho)",,,,,,,,,,
ousmane,Q793985,6.0,"In 2017, he received the Padma Vibhushan, India's second-highest civilian award, from the Government of India for his contributions to social welfare.  (Jaggi Vasudev)",In 2017,,received,from the Government of India,,,,he,,
ousmane,Q9008081,26.0,In 1989 he became adjunct professor at the Instituto de Investigaciones Económicas at UNAM.  (Imanol Ordorika Sacristán),In 1989,he,,at the Instituto de Investigaciones Económicas,at UNAM,became,professor,,,
ousmane,Q56469858,15.0,"While working as an assistant librarian at Tougaloo in 1966, Brocks-Shedd met writer-in-residence Audre Lorde; Lorde encouraged her to submit her poems to the college's literary magazine, Pound.  (Virgia Brocks-Shedd)",in 1966,Brocks-Shedd,,,at Tougaloo,,working,,,
ousmane,Q56469858,15.0,"While working as an assistant librarian at Tougaloo in 1966, Brocks-Shedd met writer-in-residence Audre Lorde; Lorde encouraged her to submit her poems to the college's literary magazine, Pound.  (Virgia Brocks-Shedd)",,,submit,to the college's literary magazine,,encouraged,,Brocks-Shedd,,
ousmane,Q734092,20.0,"His first book Huerto Cerrado published in 1968, was a finalist for the Casa de las Américas literary prize awarded in Cuba and is a collection of short stories written in different styles and points of view about a young protagonist, Manolo, a member of Lima's upper class, as he comes of age in 1950s Lima.   (Alfredo Bryce Echenique)",in 1968,His first book,published,,,,,,,
ousmane,Q734092,20.0,"His first book Huerto Cerrado published in 1968, was a finalist for the Casa de las Américas literary prize awarded in Cuba and is a collection of short stories written in different styles and points of view about a young protagonist, Manolo, a member of Lima's upper class, as he comes of age in 1950s Lima.   (Alfredo Bryce Echenique)",,His first book,,,in Cuba,,finalist,,,
ousmane,Q2940723,9.0,"At the age of 22, he visited St. Kitts for the first time since his family had left the island in 1958.  (Caryl Phillips)",in 1958,he,visited,,St. Kitts,,,,,
ousmane,Q5321846,13.0,"He is former chair of the Humanities Council of Washington, D.C., and has served on the boards of the AWP, the Edmund Burke School, PEN American Center, PEN/Faulkner Foundation, and the Washington Area Lawyer for the Arts (WALA).  (E. Ethelbert Miller)",,He,,"of the Humanities Council of Washington, D.C.",,,chair,,,
ousmane,Q5321846,13.0,"He is former chair of the Humanities Council of Washington, D.C., and has served on the boards of the AWP, the Edmund Burke School, PEN American Center, PEN/Faulkner Foundation, and the Washington Area Lawyer for the Arts (WALA).  (E. Ethelbert Miller)",,He,,"of the AWP, the Edmund Burke School",,,served,,,
ousmane,Q2293786,1.0,"He lived in Milan, where he amassed a large collection of Dada and Surrealist art, including many works by personal friends such as Marcel Duchamp, André Breton, Man Ray, and Jean Arp.  (Arturo Schwarz)",,He,,,in Milan,,lived,,,
ousmane,Q2293786,1.0,"He lived in Milan, where he amassed a large collection of Dada and Surrealist art, including many works by personal friends such as Marcel Duchamp, André Breton, Man Ray, and Jean Arp.  (Arturo Schwarz)",,he,,,in Milan,,amassed,,,
ousmane,Q47250539,31.0,The LSA organizes the annual Lagos Conference held in Lagos (Nigeria) and holds panels at international conferences of the African Studies Association of the United States and the African Studies Association of the United Kingdom.  (Saheed Aderinto),,,,,,,,,,
ousmane,Q7387136,4.0,"The novel won the SABC/You magazine I am a writer Competition in 2007, as well as the MER Prize for Best Youth Novel at the Mnet Via Afrika Awards in 2008.  (S.A. Partridge)",in 2007,The novel,won,,,,,,,
ousmane,Q356719,11.0,"Following the Nissan financial turnaround, in 2002 Fortune awarded him Asia Businessman of the Year.  (Carlos Ghosn)",in 2002,,awarded,Fortune,,,,him,,
ousmane,Q6917645,1.0,He was born in Srinagar to a Kashmiri Hindu family and attended Jammu and Kashmir University.  (Moti Lal Kemmu),,He,born,,in Srinagar,,,,,
ousmane,Q6917645,1.0,He was born in Srinagar to a Kashmiri Hindu family and attended Jammu and Kashmir University.  (Moti Lal Kemmu),,He,,Jammu and Kashmir University,,,attended,,,
ousmane,Q11276875,6.0,Katoppo died in Bogor on 12 October 2007.  (Marianne Katoppo),on 12 October 2007,Katoppo,died,,in Bogor,,,,,
ousmane,Q286022,209.0,He continues to be both a Chicago Bulls and Chicago Bears fan.  (Common),,He,,Chicago Bulls and Chicago Bears,,continues,fan,,,
ousmane,Q164886,53.0,"Poland joined Iceland and Slovakia as the only three countries in Europe to offer HIV testing prior to entry for all migrants on arrival, with other EU countries limiting their tests to specific ethnic groups, mostly from sub-Saharan Africa, Asia, and Eastern Europe.  (Simon Mol)",,,,,,,,,,
ousmane,Q982876,49.0,The Central Committee plans to make use of his absence from mainstream life into an act of abduction by the Government.  (Lewis Nkosi),,,use,The Central Committee,,plans,,his absence,,
ousmane,Q12455087,40.0,"Suee explores a number of areas in the lives of injecting drug users including treatment, care, peer and community support, rehabilitation and the workplace, and was produced in partnership with the Mumbai-based NGO Sankalp Rehabilitation Trust.  (Sai Paranjpye)",,,,,,,,,,
ousmane,Q7369943,10.0,Lima went on to earn a PhD in linguistics from the University of Texas Rio Grande Valley.  (Rossy Evelin Lima),,Lima,,from the University of Texas,Rio Grande Valley,went,earn,,,
ousmane,Q7281962,22.0,"The high point of the Urdu Language Center was organizing the First International Urdu Conference, was held at the UNO's headquarters, on 24 June 2000, under the auspices of the United Nations.  (Raees Warsi)",,,,,,,,,,
ousmane,Q105725361,16.0,"In August 2020, Aisha Salaudeen made the British Vogue list of 50 Trailblazing Creatives And Young Activists From Across.  (Aisha Salaudeen)",In August 2020,Aisha Salaudeen,made,,,,,,,
ousmane,Q179242,117.0,"On 28 May 2020, the International Criminal Court gave Gbagbo permission to leave Belgium if certain conditions were met.  (Laurent Gbagbo)",On 28 May 2020,,gave,,Belgium,,,Gbagbo,,
ousmane,Q61742007,9.0,"On February 3, the Balochistan Chief Minister Jam Kamal Khan took notice of Arman's death and sought an official report from the commissioner of Zhob Division within 48 hours.  (Arman Loni)",,,,,,,,,,
ousmane,Q1273492,25.0,He had a fellowship from the University of Chicago's sociology department.  (E. Franklin Frazier),,He,had,from the University of Chicago's,,,,,,
ousmane,Q31728420,7.0,Later on he studied public health and obtained a doctorate in medical anthropology from the University of Amsterdam.  (Shahaduz Zaman),,he,,from the University of Amsterdam,,,studied,,,
ousmane,Q31728420,7.0,Later on he studied public health and obtained a doctorate in medical anthropology from the University of Amsterdam.  (Shahaduz Zaman),,he,,from the University of Amsterdam,,obtained,doctorate,,,
ousmane,Q3089507,4.0,"His stories typically deal with cases of supernatural occurrence, divine intervention, reincarnation, ghosts, and are often based on or inspired by true stories reported from various locales around the state of Tamil Nadu.  (Indra Soundar Rajan)",,His stories,occurrence,,of Tamil Nadu,deal,,,,
ousmane,Q509662,24.0,"In the spring of 2015, he joined The New York Times Magazine to write a column on language.  (Colson Whitehead)",In the spring of 2015,he,joined,The New York Times Magazine,,,,,,
ousmane,Q509662,24.0,"In the spring of 2015, he joined The New York Times Magazine to write a column on language.  (Colson Whitehead)",,he,,The New York Times Magazine,,,write,,,
ousmane,Q334134,3.0,"He spent his childhood and youth in Port Said; there he attended a French high school, leaving in 1947 with a Baccalauréat.   (Samir Amin)",,He,,,in Port Said,spent,childhood and youth,,,
ousmane,Q334134,3.0,"He spent his childhood and youth in Port Said; there he attended a French high school, leaving in 1947 with a Baccalauréat.   (Samir Amin)",,he,,,in Port Said,,attended,,,
ousmane,Q334134,3.0,"He spent his childhood and youth in Port Said; there he attended a French high school, leaving in 1947 with a Baccalauréat.   (Samir Amin)",in 1947,He,leaving,,Port Said,,,,,
ousmane,Q22003562,29.0,"Carlos was diagnosed with stage 4 colon cancer in September 2016 and died in the Sholom Home East Hospice in St. Paul, Minnesota on December 29, 2016.  (Laurie Carlos)",in September 2016,,diagnosed,,,,,Carlos,,
ousmane,Q22003562,29.0,"Carlos was diagnosed with stage 4 colon cancer in September 2016 and died in the Sholom Home East Hospice in St. Paul, Minnesota on December 29, 2016.  (Laurie Carlos)","on December 29, 2016",Carlos,died,in the Sholom Home East Hospice,"in St. Paul, Minnesota",,,,,
ousmane,Q3805618,4.0,"He received his BA in education from the University of London and worked for a time as a lecturer in Malawi before returning to the UK to study linguistics at University College, London in the early 1980s.  (Jack Mapanje)",,,received,from the University of London,,,,He,,
ousmane,Q3805618,4.0,"He received his BA in education from the University of London and worked for a time as a lecturer in Malawi before returning to the UK to study linguistics at University College, London in the early 1980s.  (Jack Mapanje)",for a time,He,,,in Malawi,,worked,,,
ousmane,Q3805618,4.0,"He received his BA in education from the University of London and worked for a time as a lecturer in Malawi before returning to the UK to study linguistics at University College, London in the early 1980s.  (Jack Mapanje)",in the early 1980s,He,,"at University College, London",to the UK,returning,study,,,
