author,sent_id,text,ARGx-LOC,STATE,TIME,WRITER-ARG0,REP-EVENT,EVENT,ARGx-ORG,ASP-EVENT,WRITER-ARGx,lemma
Q7807930,5,"After graduating from college and working for several years in a variety of positions at the Atlanta Constitution, Ansa wrote several novels and has been a frequent contributor to numerous periodicals, including the Los Angeles Times, Newsday, and the Atlanta Journal-Constitution.  (Tina McElroy Ansa)",,contributor,,Ansa,,,"the Los Angeles Times, Newsday, and the Atlanta Journal-Constitution",,,contributor
Q6894500,8,Zaidi joined the Indian Economic Service in 1956 and worked with the Government of India until his retirement in 1993.  (Mohsin Zaidi),,,in 1956,Zaidi,,joined,the Indian Economic Service,,,join
Q6894500,8,Zaidi joined the Indian Economic Service in 1956 and worked with the Government of India until his retirement in 1993.  (Mohsin Zaidi),,worked,,Zaidi,,,with the Government of India,,,work
Q54820,12,In 1996 Enkhbayar became the secretary general of the MPRP and led the opposition MPRP group in the Parliament.  (Nambaryn Enkhbayar),,,,Enkhbayar,,led,the opposition MPRP group,,,lead
Q1362223,42,He considers living in Jordan as an important period of his life and career success later on.  (Kadim Al Sahir),in Jordan,living,,He,considers,,,,,live
Q558865,36,"In the national election held on 13 November 2007, Naser Khader's Liberal Alliance party succeeded in winning five seats.   (Naser Khader)",,,13 November 2007,Naser Khader's Liberal Alliance party,,winning,,,,win
Q558865,36,"In the national election held on 13 November 2007, Naser Khader's Liberal Alliance party succeeded in winning five seats.   (Naser Khader)",,,13 November 2007,Naser Khader's Liberal Alliance party,,succeeded,,,,succeed
Q432552,52,"In 2000, KRS-One and DJ Tomekk made a video for their single Return of Hip-Hop with German rappers Torch and MC Rene, in which hip-hop was revived by hospital staff.  (KRS-One)",,,In 2000,KRS-One,,made,,,,make
Q1894802,10,"She and her sister first attended a school in the Lake District followed by Charters Towers School, an international girls' boarding school in Bexhill-on-Sea.  (Margaret Busby)",in the Lake District,attended,,She,,,,,,attend
Q6231267,21,"There, in 1908, he established the Yonkers, New York, Weekly Standard.  (John Edward Bruce)",the Yonkers,,in 1908,he,,established,,,,establish
Q41445794,2,"As of December 2020, she was a doctoral candidate in Literature at the Pontifical Catholic University of Chile.  (María del Carmen Pérez Cuadra)",,candidate,As of December 2020,she,,,at the Pontifical Catholic University of Chile,,,candidate
Q1176607,20,In 1955 Bagdasarian signed with the then newly-established Liberty Records.  (Ross Bagdasarian),,,In 1955,Bagdasarian,,signed,with the then newly-established Liberty Records,,,sign
Q107368575,23,"He founded the Lady Stroyed Band, a group of ten musicians which performed in Europe until the end of the 1990s.  (Ilona Lagrene)",,,,He,,founded,,,,found
Q107368575,23,"He founded the Lady Stroyed Band, a group of ten musicians which performed in Europe until the end of the 1990s.  (Ilona Lagrene)",in Europe,,until the end of the 1990s,a group,,performed,,,,perform
Q503635,61,"In addition to writing his own plays at La MaMa, Wilson did set design for work by other playwrights.  (Lanford Wilson)",,writing,,Wilson,,,at La MaMa,,,write
Q503635,61,"In addition to writing his own plays at La MaMa, Wilson did set design for work by other playwrights.  (Lanford Wilson)",,set,,Wilson,,,at La MaMa,,,set
Q45747,60,"Anand won three consecutive Advanced Chess tournaments in Leon, Spain, after Kasparov introduced this form of chess in 1998, and is widely recognised as the world's best Advanced Chess player, where players may consult a computer to aid in their calculation of variations.  (Viswanathan Anand)",in Leon,,,Anand,,won,,,,win
Q55800,378,President Barack Obama awarded her the Presidential Medal of Freedom later that same year.  (Oprah Winfrey),,,later that same year,,,awarded,,,her,award
Q5482263,1,"Her literary fiction series – Taggart and Falcon, the Invincible Women, Grayson Family of New Mexico, and Grayson Friends – consistently made bestsellers' lists.  (Francis Ray)",,,,Her literary fiction series,,made,,,,make
Q540608,56,"She appeared in The Social Network (2010), alongside Jesse Eisenberg and Andrew Garfield, which is set at Harvard.  (Rashida Jones)",,,2010,She,,appeared,at Harvard,,,appear
Q13063308,6,In 1946 she began writing articles at Thandaw Sint Journal.  (Khin Swe Oo),,writing,In 1946,she,,,at Thandaw Sint Journal,began,,write
Q19942078,10,"After graduating, she began teaching at Fordham University and later joined Penn State University.  (Alegría Bendayan de Bendelac)",,,,she,,joined,Penn State University,,,join
Q19942078,10,"After graduating, she began teaching at Fordham University and later joined Penn State University.  (Alegría Bendayan de Bendelac)",at Fordham University,teaching,,she,,,,began,,teach
Q19942078,10,"After graduating, she began teaching at Fordham University and later joined Penn State University.  (Alegría Bendayan de Bendelac)",,,,she,,graduating,,,,graduate
Q402664,31,Díaz teaches creative writing at the Massachusetts Institute of Technology as the Rudge and Nancy Allen Professor of Writing and was the fiction editor for Boston Review.  (Junot Díaz),,teaches,,Díaz,,,at the Massachusetts Institute of Technology,,,teach
Q402664,31,Díaz teaches creative writing at the Massachusetts Institute of Technology as the Rudge and Nancy Allen Professor of Writing and was the fiction editor for Boston Review.  (Junot Díaz),,editor,,,,,for Boston Review,,Díaz,editor
Q29833622,12,"In 2002, van Nieuwerburgh started working at the Warwickshire County Council as Deputy Head of Service, a position he held for 9 years until 2011.  (Christian van Nieuwerburgh)",,working,In 2002,van Nieuwerburgh,,,at the Warwickshire County Council,started,,work
Q29833622,12,"In 2002, van Nieuwerburgh started working at the Warwickshire County Council as Deputy Head of Service, a position he held for 9 years until 2011.  (Christian van Nieuwerburgh)",,held,for 9 years,he,,,at the Warwickshire County Council,,,hold
Q319820,51,Wright formally joined the Communist Party and the John Reed Club in late 1933 at the urging of his friend Abraham Aaron.  (Richard Wright),,,in late 1933,Wright,,joined,the Communist Party and the John Reed Club,,,join
Q3349739,25,She visited the US in 1964–65 as a Fulbright Scholar to University of San Diego and again in 1977 under the International Visitor Program at the invitation of US Government.  (Jahanara Imam),the US,,in 1964–65,She,,visited,University of San Diego,,,visit
Q3349739,25,She visited the US in 1964–65 as a Fulbright Scholar to University of San Diego and again in 1977 under the International Visitor Program at the invitation of US Government.  (Jahanara Imam),the US,,in 1977,She,,visited,,,,visit
Q60529738,1,She has a master's degree from the Universidad Complutense de Madrid.  (María José Caro),,has,,She,,,from the Universidad Complutense de Madrid,,,have
Q44593,49,"However, in early April, in the vacs before the Trinity term, Naipaul took an impulsive trip to Spain, and quickly spent all he had saved.   (V. S. Naipaul)",to Spain,,in early April,Naipaul,,took,,,,take
Q44593,49,"However, in early April, in the vacs before the Trinity term, Naipaul took an impulsive trip to Spain, and quickly spent all he had saved.   (V. S. Naipaul)",Spain,,in early April,Naipaul,,spent,,,,spend
Q1703471,9,"Steinbergs first two books Midlands (2002), about the murder of a white South African farmer, and The Number (2004), a biography of a prison gangster, won South Africa's premier non-fiction award, the Sunday Times Alan Paton Award.  (Jonny Steinberg)",South Africa's,,2002,Steinbergs first two books,,won,,,,win
Q290491,3,"She attended boarding school in Spain, graduated from the Royal School of Santa Isabel in Madrid, and studied advertising and journalism at the Charles Morris Price School of Advertising and Journalism in Philadelphia.  (Gioconda Belli)",in Spain,attended,,She,,,,,,attend
Q290491,3,"She attended boarding school in Spain, graduated from the Royal School of Santa Isabel in Madrid, and studied advertising and journalism at the Charles Morris Price School of Advertising and Journalism in Philadelphia.  (Gioconda Belli)",in Madrid,,,She,,graduated,from the Royal School of Santa Isabel,,,graduate
Q290491,3,"She attended boarding school in Spain, graduated from the Royal School of Santa Isabel in Madrid, and studied advertising and journalism at the Charles Morris Price School of Advertising and Journalism in Philadelphia.  (Gioconda Belli)",in Philadelphia,studied,,She,,,at the Charles Morris Price School of Advertising and Journalism,,,study
Q4388838,89,"In 2000 he edited and translated from the Dutch Een mond vol Glas by Henk van Woerden, an imaginative re-creation of the circumstances leading to the assassination of the South African president Dr Hendrik Verwoerd, in the country's House of Assembly.  (Dan Jacobson)",,,In 2000,he,,edited,,,,edit
Q4388838,89,"In 2000 he edited and translated from the Dutch Een mond vol Glas by Henk van Woerden, an imaginative re-creation of the circumstances leading to the assassination of the South African president Dr Hendrik Verwoerd, in the country's House of Assembly.  (Dan Jacobson)",,,In 2000,he,,translated,,,,translate
Q4801687,12,"However, Távola formally left the Brazilian Social Democracy Party in 1999 as the result of a dispute with Brazilian President Fernando Henrique Cardoso.  (Artur da Távola)",,,in 1999,Távola,,left,the Brazilian Social Democracy Party,,,leave
Q98593460,5,Neal started modeling for Shiseido and Pond's skin-care ads.  (Diane M. Burns),,modeling,,Neal,,,for Shiseido and Pond,started,,model
Q7345198,23,"He traveled extensively in Central Europe during the early 1990s, shortly after the Revolutions of 1989 had created unprecedented democratization of the region, but which also exposed ethnic friction.  (Robert Hamerton-Kelly)",in Central Europe,traveled,during the early 1990s,He,,,,,,travel
Q585879,22,"He started teaching in 2011 at the Lebanese Academy of Fine Arts (Académie libanaise des Beaux-Arts, ALBA).  (Alain Tasso)",,teaching,in 2011,He,,,at the Lebanese Academy of Fine Arts,started,,teach
Q3506508,10,In 2005 the state of Michoacán awarded him the first Erendira State Prize for the Arts.  (Homero Aridjis),the state of Michoacán,,In 2005,,,awarded,,,him,award
Q47216,135,"On July 10, 2001, Rice met with Tenet in what he referred to as an ""emergency meeting"" held at the White House at Tenet's request to brief Rice and the NSC staff about the potential threat of an impending al Qaeda attack.  (Condoleezza Rice)",,,"On July 10, 2001",Rice,,met,,,,meet
Q47216,135,"On July 10, 2001, Rice met with Tenet in what he referred to as an ""emergency meeting"" held at the White House at Tenet's request to brief Rice and the NSC staff about the potential threat of an impending al Qaeda attack.  (Condoleezza Rice)",,,,,,brief,,,Rice,brief
Q12228654,7,"Jaber has three adult children, all of whom live in the United States.  (Inaya Jaber)",,has,,Jaber,,,,,,have
Q2320387,12,"Over his career he wrote on numerous themes, notably country (Azerbaijan), family, nature, language and freedom.  (Bakhtiyar Vahabzadeh)",,career,,his,,,,,,career
Q2320387,12,"Over his career he wrote on numerous themes, notably country (Azerbaijan), family, nature, language and freedom.  (Bakhtiyar Vahabzadeh)",,wrote,,he,,,,,,write
Q5515838,6,"Ruhumbika's first novel, Village in Uhuru, was published in 1969; this was the second English-language Tanzanian novel, after Peter Palangyo's Dying in the Sun (1968).  (Gabriel Ruhumbika)",,,in 1969,,,published,,,"Ruhumbika's first novel, Village in Uhuru",publish
Q5085141,63,"Cosmoetica.com/dsi9.htm Dan Schneider Interview 9, Cosmoetica In 2011, LeDuff was sued for defamation over a story he wrote in The Detroit News.  (Charlie LeDuff)",,,,,,sued,,,LeDuff,sue
Q5085141,63,"Cosmoetica.com/dsi9.htm Dan Schneider Interview 9, Cosmoetica In 2011, LeDuff was sued for defamation over a story he wrote in The Detroit News.  (Charlie LeDuff)",,,,LeDuff,,wrote,in The Detroit News,,,write
Q5496062,114,Perry won West Coast Pro round robin in Los Angeles in April.  (Fred Perry),in Los Angeles,,in April,Perry,,won,,,,win
Q17916876,1,"""Jonty"" Driver was born in Cape Town in 1939, but spent the years of the Second World War in Kroonstad and Cradock with his mother and younger brother and grandfather who was the rector of the Anglican parish there.  (Jonty Driver)",in Cape Town,,in 1939,,,born,,,"""Jonty"" Driver",bear
Q17916876,1,"""Jonty"" Driver was born in Cape Town in 1939, but spent the years of the Second World War in Kroonstad and Cradock with his mother and younger brother and grandfather who was the rector of the Anglican parish there.  (Jonty Driver)",in Kroonstad and Cradock,spent,,"""Jonty"" Driver",,,,,,spend
Q423541,103,"Throughout his life, U.G. never saw a doctor or took medication, believing the body would take care of itself.  (U. G. Krishnamurti)",,saw,,U.G.,,,,,,see
Q3309785,1,"He became well-known mainly for his realistic writings about village life in a part of southern Maharashtra called Maandesh, set in a period of 15 to 20 years before and after Independence.  (Vyankatesh Madgulkar)",,known,,He,,,,became,,know
Q17037507,19,"Reyes developed and then left Diamond Dogs, a group of retired gang members with an interest in art and music, as an outlet for young men looking for an alternative to gang life.  (Rafael Reyes)",,,,Reyes,,developed,Diamond Dogs,,,develop
Q17037507,19,"Reyes developed and then left Diamond Dogs, a group of retired gang members with an interest in art and music, as an outlet for young men looking for an alternative to gang life.  (Rafael Reyes)",,,,Reyes,,left,Diamond Dogs,,,leave
Q1145192,5,He went on to study political science at Baghdad University and international law at Vienna University.  (Nawshirwan Mustafa),,study,,He,,,at Baghdad University,went,,study
Q1145192,5,He went on to study political science at Baghdad University and international law at Vienna University.  (Nawshirwan Mustafa),,study,,He,,,at Vienna University,went,,study
Q6414987,29,"He wrote in newspapers such as Al-jumhuri al-jadid, Al-hurriyya, al-ṣayyād, Al-shabaka, Nisā', Al-kafaḥ al-'arabī, Al-amn, and some Arabic newspapers printed in Paris, and for two years in Al-watan and Al-ra'y al-ām, both printed in Kuwait.  (George Jordac)",,wrote,,He,,,"in newspapers such as Al-jumhuri al-jadid, Al-hurriyya, al-ṣayyād, Al-shabaka, Nisā', Al-kafaḥ al-'arabī, Al-amn",,,write
Q6414987,29,"He wrote in newspapers such as Al-jumhuri al-jadid, Al-hurriyya, al-ṣayyād, Al-shabaka, Nisā', Al-kafaḥ al-'arabī, Al-amn, and some Arabic newspapers printed in Paris, and for two years in Al-watan and Al-ra'y al-ām, both printed in Kuwait.  (George Jordac)",in Paris,,,,,printed,,,some Arabic newspapers,print
Q6414987,29,"He wrote in newspapers such as Al-jumhuri al-jadid, Al-hurriyya, al-ṣayyād, Al-shabaka, Nisā', Al-kafaḥ al-'arabī, Al-amn, and some Arabic newspapers printed in Paris, and for two years in Al-watan and Al-ra'y al-ām, both printed in Kuwait.  (George Jordac)",in Kuwait,,,,,printed,,,Al-watan and Al-ra'y al-ām,print
Q4888733,31,Brawley and Prowd left Washington to move back to Atlanta where Brawley was returning to teach English at The Atlanta Baptist Seminary (Morehouse College) and serve as the first dean of the institution.  (Benjamin Griffith Brawley),Washington,,,Brawley,,left,,,,leave
Q4888733,31,Brawley and Prowd left Washington to move back to Atlanta where Brawley was returning to teach English at The Atlanta Baptist Seminary (Morehouse College) and serve as the first dean of the institution.  (Benjamin Griffith Brawley),to Atlanta,,,Brawley,,move,,,,move
Q4888733,31,Brawley and Prowd left Washington to move back to Atlanta where Brawley was returning to teach English at The Atlanta Baptist Seminary (Morehouse College) and serve as the first dean of the institution.  (Benjamin Griffith Brawley),,teach,,Brawley,,,at The Atlanta Baptist Seminary,returning,,teach
Q4888733,31,Brawley and Prowd left Washington to move back to Atlanta where Brawley was returning to teach English at The Atlanta Baptist Seminary (Morehouse College) and serve as the first dean of the institution.  (Benjamin Griffith Brawley),,serve,,Brawley,,,,,,serve
Q916286,3,She now lives near Lyon.  (Brigitte Giraud),near Lyon,lives,now,She,,,,,,live
Q72334,68,"In 1984, she was appointed to an Albert Schweitzer chair at the University at Albany, SUNY.  (Toni Morrison)",,,In 1984,,,appointed,"at the University at Albany, SUNY",,she,appoint
Q5316660,43,"His debut show Sadda Haq - My Life, My Choice won the Youth Show - fiction category at Zee Gold Awards in 2014 and at Indian Telly Awards in 2014 and 2015.  (Durjoy Datta)",,,in 2014,"His debut show Sadda Haq - My Life, My Choice",,won,,,,win
Q788289,7,"The couple now resides in Malibu, California, where he manages Randall's erotic web sites, and administers much of the business of Suze Randall Productions as Haaren Enterprises, Ltd., using his first name, Victor Knipe.  (Humphry Knipe)","in Malibu, California",resides,now,The couple,,,,,,reside
Q788289,7,"The couple now resides in Malibu, California, where he manages Randall's erotic web sites, and administers much of the business of Suze Randall Productions as Haaren Enterprises, Ltd., using his first name, Victor Knipe.  (Humphry Knipe)","in Malibu, California",manages,,he,,,,,,manage
Q788289,7,"The couple now resides in Malibu, California, where he manages Randall's erotic web sites, and administers much of the business of Suze Randall Productions as Haaren Enterprises, Ltd., using his first name, Victor Knipe.  (Humphry Knipe)",,administers,,he,,,of Suze Randall Productions,,,administer
Q1943946,1,Mona Yahia was born and raised in Baghdad.  (Mona Yahia),in Baghdad,,,,,born,,,Mona Yahia,bear
Q1943946,1,Mona Yahia was born and raised in Baghdad.  (Mona Yahia),in Baghdad,raised,,,,,,,Mona Yahia,raise
Q2836354,2,"A member of the Union of Moroccan Writers since 1967, Squalli received the Morocco Grand Prize in 1982 and the international prize of King Faisal of Saudi Arabia in children's literature in 1992.   (Ali Squalli Houssaini)",the Morocco Grand Prize,,in 1982,,,received,,,Squalli,receive
Q35828952,11,"He himself, however, stuck to his post till the end of the war and then was taken as a prisoner of war by the Indian Army in 1971.  (Inamul Haque Khan)",,,,He,,stuck,,,,stick
Q35828952,11,"He himself, however, stuck to his post till the end of the war and then was taken as a prisoner of war by the Indian Army in 1971.  (Inamul Haque Khan)",,,in 1971,He,,taken,by the Indian Army,,,take
Q5974325,18,"After winning International Poetry slam reading in Hanoi, that was organized by French Embassy, she traveled in May 2017 in France to voice her woman's say, that sometimes restricted in Vietnam by a taboo.  (Y Ban)",in Hanoi,,,she,,winning,by French Embassy,,,win
Q5974325,18,"After winning International Poetry slam reading in Hanoi, that was organized by French Embassy, she traveled in May 2017 in France to voice her woman's say, that sometimes restricted in Vietnam by a taboo.  (Y Ban)",in France,,in May 2017,she,,traveled,,,,travel
Q5974325,18,"After winning International Poetry slam reading in Hanoi, that was organized by French Embassy, she traveled in May 2017 in France to voice her woman's say, that sometimes restricted in Vietnam by a taboo.  (Y Ban)",,,,she,,voice,,,,voice
Q18637131,8,"Beginning in 2007, while still an undergraduate at Makerere University, Kansiime began to participate in drama skits acted by the theatre group Theatre Factory, who played at the Uganda National Theatre in Kampala's central business district.  (Anne Kansiime)",,participate,in 2007,Kansiime,,,by the theatre group Theatre Factory,began,,participate
Q18637131,8,"Beginning in 2007, while still an undergraduate at Makerere University, Kansiime began to participate in drama skits acted by the theatre group Theatre Factory, who played at the Uganda National Theatre in Kampala's central business district.  (Anne Kansiime)",,undergraduate,in 2007,,,,at Makerere University,,,undergraduate
Q18637131,8,"Beginning in 2007, while still an undergraduate at Makerere University, Kansiime began to participate in drama skits acted by the theatre group Theatre Factory, who played at the Uganda National Theatre in Kampala's central business district.  (Anne Kansiime)",in Kampala's central business district,played,,the theatre group Theatre Factory,,,at the Uganda National Theatre,,,play
Q958578,46,"He died from diabetes complications on May 3, 2021, at a long-term care facility in New Rochelle, New York, aged 88.  (Lloyd Price)","in New Rochelle, New York",,"on May 3, 2021",He,,died,,,,die
Q1372674,124,"Mphahlele spent his time in Philadelphia teaching, writing and never stopped thinking about going back home to South Africa.  (Es'kia Mphahlele)",in Philadelphia,spent,,Mphahlele,,,,,,spend
Q1372674,124,"Mphahlele spent his time in Philadelphia teaching, writing and never stopped thinking about going back home to South Africa.  (Es'kia Mphahlele)",in Philadelphia,teaching,,Mphahlele,,,,,,teach
Q1372674,124,"Mphahlele spent his time in Philadelphia teaching, writing and never stopped thinking about going back home to South Africa.  (Es'kia Mphahlele)",,writing,,Mphahlele,,,,,,write
Q1372674,124,"Mphahlele spent his time in Philadelphia teaching, writing and never stopped thinking about going back home to South Africa.  (Es'kia Mphahlele)",to South Africa,thinking,,Mphahlele,,,,stopped,,think
Q16186873,8,"In 2004, Ruwe went on Leave of Absence from Suffolk University to write his third novel ""Pearly Gates"", published in 2007.  (Field Ruwe)",,,In 2004,Ruwe,,Leave,from Suffolk University,went,,leave
Q16186873,8,"In 2004, Ruwe went on Leave of Absence from Suffolk University to write his third novel ""Pearly Gates"", published in 2007.  (Field Ruwe)",,,In 2004,Ruwe,,write,,,,write
Q16186873,8,"In 2004, Ruwe went on Leave of Absence from Suffolk University to write his third novel ""Pearly Gates"", published in 2007.  (Field Ruwe)",,,in 2007,,,published,,,"his third novel ""Pearly Gates""",publish
Q5617196,5,"He spent his childhood and received his early education at Gaya, Bihar.  (Gulab Khandelwal)","at Gaya, Bihar",spent,,He,,,,,,spend
Q5617196,5,"He spent his childhood and received his early education at Gaya, Bihar.  (Gulab Khandelwal)","at Gaya, Bihar",,,,,received,,,He,receive
Q18387157,1,"He is a retired Lecturer in Economics and recipient of State Best Teacher Award given by Government of Andhra Pradesh, India in 1984.  (Karnati Lingaiah)",India,recipient,in 1984,He,,,by Government of Andhra Pradesh,,,recipient
Q104049,130,"They raised their family in Stuyvesant, New York, in a house on the Hudson River.  (Sidney Poitier)","in Stuyvesant, New York",raised,,They,,,,,,raise
Q5209787,9,"She worked with fellow poet and mentor Ernesto Cardenal, Minister of Culture to create and implement numerous programs that successfully revitalized the war damaged cultural life of Nicaragua, including a popular, highly successful national literacy program that brought books and reading, poetry, and visual arts to even the remotest areas of the country.  (Daisy Zamora)",,worked,,She,,,,,,work
Q5209787,9,"She worked with fellow poet and mentor Ernesto Cardenal, Minister of Culture to create and implement numerous programs that successfully revitalized the war damaged cultural life of Nicaragua, including a popular, highly successful national literacy program that brought books and reading, poetry, and visual arts to even the remotest areas of the country.  (Daisy Zamora)",of Nicaragua,,,She,,revitalized,,,,revitalize
Q5209787,9,"She worked with fellow poet and mentor Ernesto Cardenal, Minister of Culture to create and implement numerous programs that successfully revitalized the war damaged cultural life of Nicaragua, including a popular, highly successful national literacy program that brought books and reading, poetry, and visual arts to even the remotest areas of the country.  (Daisy Zamora)",,,,She,,create,,,,create
Q5209787,9,"She worked with fellow poet and mentor Ernesto Cardenal, Minister of Culture to create and implement numerous programs that successfully revitalized the war damaged cultural life of Nicaragua, including a popular, highly successful national literacy program that brought books and reading, poetry, and visual arts to even the remotest areas of the country.  (Daisy Zamora)",,,,She,,implement,,,,implement
Q718039,2,"Time magazine has described him as the ""most famous industrial designer in all the Americas"" and the ""Prince of Plastic"".  (Karim Rashid)",in all the Americas,designer,,him,,,,,,designer
Q191530,93,"A delegation of three Dutch lawyers who intended to defend him were not allowed to meet with their client and detained for questioning at the airport on the grounds that they acted as ""PKK militants"" and not lawyers; they were sent back to the Netherlands.  (Abdullah Öcalan)",,defend,,,,,,,him,defend
Q191530,93,"A delegation of three Dutch lawyers who intended to defend him were not allowed to meet with their client and detained for questioning at the airport on the grounds that they acted as ""PKK militants"" and not lawyers; they were sent back to the Netherlands.  (Abdullah Öcalan)",,,,,,meet,,,their client,meet
Q13847975,7,"In 1998, Ansah was awarded the Acrag Prize, the Living Legend Award for Contribution to the Arts of Ghana.  (Kwaw Ansah)",,,In 1998,,,awarded,,,Ansah,award
Q4614819,1,He grew up in Howrah district of West Bengal.  (Sankar),in Howrah district of West Bengal,grew,,He,,,,,,grow
Q13133,219,She also had bee hives installed on the South Lawn of the White House.  (Michelle Obama),of the White House,,,She,,installed,,,,instal
Q43179,6,"Later she worked again in the West, for the World Bank in the Caribbean and Latin America.  (Ellen Johnson Sirleaf)",in the Caribbean and Latin America,worked,,she,,,for the World Bank,,,work
Q5071178,5,"Later, while studying economics at Columbia University in 1916, he joined the Socialist Party of America.  (Chandler Owen)",,studying,in 1916,he,,,at Columbia University,,,study
Q5071178,5,"Later, while studying economics at Columbia University in 1916, he joined the Socialist Party of America.  (Chandler Owen)",,,,he,,joined,the Socialist Party of America,,,join
Q4762469,38,In 2013 the Vermont College of Fine Arts and Barry Goldblatt Literary (an organization that works to foster the careers of children's and young adult authors) announced the creation of a scholarship named after Johnson.  (Angela Johnson),,,In 2013,,announced,named,the Vermont College of Fine Arts and Barry Goldblatt Literary,,after Johnson,name
Q57053277,10,"She died in 2001 in Greensboro, North Carolina.  (Elizabeth Sewell)","in Greensboro, North Carolina",,in 2001,She,,died,,,,die
Q8064678,20,He also took part in the 1969 Mass uprising in East Pakistan.  (Zahir Raihan),in East Pakistan,,1969,He,,took,,,,take
Q217069,27,"His other works include the story collection Dark Testament (1942) and the novels The Path of Thunder (1948, which inspired both a ballet of the same name and the opera Reiter der Nacht by Ernst Hermann Meyer), A Wreath for Udomo (1956), A Night of Their Own (1965), the Jamaica-set This Island Now (1966, the only one of his novels not set in Africa) and The View from Coyaba (1985).  (Peter Abrahams)",,,1948,the novels The Path of Thunder,,inspired,,,,inspire
Q3351168,4,"With Jenny's support, Shiva Naipaul wrote his first novel, Fireflies (1970), which won the Winifred Holtby Memorial Prize from the Royal Society of Literature for best regional novel.   (Shiva Naipaul)",,,,Shiva Naipaul,,wrote,,,,write
Q3351168,4,"With Jenny's support, Shiva Naipaul wrote his first novel, Fireflies (1970), which won the Winifred Holtby Memorial Prize from the Royal Society of Literature for best regional novel.   (Shiva Naipaul)",,,1970,"his first novel, Fireflies",,won,from the Royal Society of Literature,,,win
Q731775,9,"In 1980 he returned to Rio, where he worked with the theatrical group Asdrúbal Trouxe o Trombone (Asdrúbal Brought the Trombone).  (Cazuza)",to Rio,,In 1980,he,,returned,,,,return
Q731775,9,"In 1980 he returned to Rio, where he worked with the theatrical group Asdrúbal Trouxe o Trombone (Asdrúbal Brought the Trombone).  (Cazuza)",Rio,worked,,he,,,with the theatrical group Asdrúbal Trouxe o Trombone,,,work
Q5006427,18,"His novel, The Avenue, Clayton City, won the Lillian Smith Book Award for Best Southern Fiction in 1988 and the International Black Writers' Alice Browning Award in 1989.  (C. Eric Lincoln)",,,in 1988,"His novel, The Avenue, Clayton City",,won,,,,win
Q4901897,3,In 2006 the newspaper Reforma named his debut novel El buscador de cabezas the best first novel of the year.  (Antonio Ortuño),,,In 2006,,,named,the newspaper Reforma,,his debut novel El buscador de cabezas,name
Q1285090,41,"The report stated that Natwar Singh, his son Jagat Singh and Jagat's childhood friend Andaleeb Sehgal, were associated with a company called Hamdan Exports, which acted as an intermediary for illegal sales of oil to a Swiss firm named Masefield AG.  (K. Natwar Singh)",,associated,,Natwar Singh,,,Hamdan Exports,,,associate
Q371930,20,"There West met other writers of the Harlem Renaissance, including Langston Hughes, Countee Cullen, and the novelist Wallace Thurman.  (Dorothy West)",,,,West,,met,,,,meet
Q21540402,47,For this purpose he began to train promising students to appear in various competitive examinations in Odia.  (Subrat Kumar Prusty),in Odia,train,,he,,,,began,,train
Q7285873,19,"He also worked in television shows, including Rishtey which was aired on Zee TV in the episode 'Milan'.  (Rajat Kapoor)",,worked,,He,,,on Zee TV,,,work
Q23008756,9,"He has served as the president of the Society of Gastrointestinal Endoscopy of India, Association of Surgeons of India and the Society of Endoscopic and Laparoscopic Surgeons of Asia.  (Tehemton Erach Udwadia)",,served,,He,,,"of the Society of Gastrointestinal Endoscopy of India, Association of Surgeons of India and the Society of Endoscopic and Laparoscopic Surgeons of Asia",,,serve
Q3521629,8,"The book received favorable responses in India, made Fadia popular in the country, and turned his hobby into a full-time profession.  (Ankit Fadia)",in India,,,,,received,,,The book,receive
Q3521629,8,"The book received favorable responses in India, made Fadia popular in the country, and turned his hobby into a full-time profession.  (Ankit Fadia)",,,,,,made,,,Fadia,make
Q3521629,8,"The book received favorable responses in India, made Fadia popular in the country, and turned his hobby into a full-time profession.  (Ankit Fadia)",,,,,,turned,,,his hobby,turn
Q5214309,26,In May 2010 Roodt travelled to Europe where he met with members of the Swedish Resistant Movement (Swedish: Svenska Motståndsrörelsen) a Scandinavian group which describes itself as a National Socialist organisation.  (Dan Roodt),to Europe,,In May 2010,Roodt,,travelled,,,,travel
Q5214309,26,In May 2010 Roodt travelled to Europe where he met with members of the Swedish Resistant Movement (Swedish: Svenska Motståndsrörelsen) a Scandinavian group which describes itself as a National Socialist organisation.  (Dan Roodt),,,In May 2010,,,met,of the Swedish Resistant Movement,,,meet
Q3522642,7,"In 1957, his family was forced to move to Vadugapatti, another village in the Theni district, due to the construction of Vaigai Dam across the river Vaigai, which led to evacuation of 14 villages (including Mettur).  (Ramasamy Vairamuthu)",,,In 1957,,,forced,,,his family,force
Q3522642,7,"In 1957, his family was forced to move to Vadugapatti, another village in the Theni district, due to the construction of Vaigai Dam across the river Vaigai, which led to evacuation of 14 villages (including Mettur).  (Ramasamy Vairamuthu)",to Vadugapatti,,,his family,,move,,,,move
Q265179,31,"At the end of this year, they performed with the Baianos at the Sucata nightclub, Rio, and recorded their second album, also self-titled.  (Rita Lee)",,,At the end of this year,they,,performed,,,,perform
Q265179,31,"At the end of this year, they performed with the Baianos at the Sucata nightclub, Rio, and recorded their second album, also self-titled.  (Rita Lee)",,,At the end of this year,they,,recorded,,,,record
